product_name,application_type,profiles,version,approval_date
DH-IPC-HFW2431T-ZAS-S2,device,"T, S, G","2.820.0000000.49.R, Build Date 2022-08-15",1/4/2023
DH-IPC-HFW2431T-ZS,device,"T, S","2.800.0000010.0.R, Build Date 2019-08-07",9/18/2019
DH-IPC-HFW2431T-ZS-S2,device,"T, S, G","2.820.0000000.49.R, Build Date 2022-08-15",11/19/2022
DH-IPC-HFW2439M-AS-LED-B-S2,device,"T, S, G","2.820.0000000.49.R, Build Date 2022-08-15",1/11/2023
DH-IPC-HFW2439S-SA-LED-S2,device,"T, S, G","2.820.0000000.49.R, Build Date 2022-08-15",1/4/2023
DH-IPC-HFW2441S-S,device,"T, S, G",2.840.0000000.14.R 2023-11-24,3/12/2024
DH-IPC-HFW2441T-AS,device,"T, S, G",2.840.0000000.14.R 2023-11-24,3/12/2024
DH-IPC-HFW2441T-ZAS,device,"T, S, G",2.840.0000000.14.R 2023-11-24,3/12/2024
DH-IPC-HFW2441T-ZS,device,"T, S, G",2.840.0000000.14.R 2023-11-24,3/12/2024
DH-IPC-HFW2449M-AS-LED-B,device,"T, S, G","2.860.0000000.11.R, Build Date 2023-12-16",12/22/2023
DH-IPC-HFW2449S-S-IL,device,"T, S, G",2.840.0000000.14.R 2023-11-24,3/12/2024
DH-IPC-HFW2449S-S-LED,device,"T, S, G","2.860.0000000.7.R, Build Date 2023-12-11",12/22/2023
DH-IPC-HFW2449T-AS-IL,device,"T, S, G",2.840.0000000.13.R 2023-09-06,12/7/2023
DH-IPC-HFW2449T-ZAS-IL-Black,device,"T, S, G","2.860.0000000.17.R, Build Date 2024-04-10",4/23/2024
DH-IPC-HFW2449TL-S-PV,device,"T, S, G","2.860.0000000.7.R, Build Date 2023-12-11",12/12/2023
DH-IPC-HFW2531S-S-S2,device,"T, S, G","2.820.0000000.49.R, Build Date 2022-08-15",1/4/2023
DH-IPC-HFW2531T-AS-S2,device,"T, S, G","2.820.0000000.49.R, Build Date 2022-08-15",1/11/2023
DH-IPC-HFW2531T-VFAS,device,"S, G","2.460.0000.15.R, Build Date 2017-09-07",12/24/2017
DH-IPC-HFW2531T-ZAS,device,"S, G","2.460.0000.15.R, Build Date 2017-09-07",12/24/2017
DH-IPC-HFW2531T-ZAS-S2,device,"T, S, G","2.820.0000000.49.R, Build Date 2022-08-15",1/4/2023
DH-IPC-HFW2531T-ZS-S2,device,"T, S, G","2.820.0000000.49.R, Build Date 2022-08-15",11/19/2022
DH-IPC-HFW2541E-S,device,"T, S, G","2.800.0000000.39.R, Build Date 2022-07-26",1/10/2023
DH-IPC-HFW2541S-S,device,"T, S, G","2.880.0000000.7.R, Build Date 2023-10-18",12/7/2023
DH-IPC-HFW2541T-AS,device,"T, S, G","2.880.0000000.5.R, Build Date 2023-08-30",10/11/2023
DH-IPC-HFW2541T-ZAS,device,"T, S, G","2.880.0000000.7.R, Build Date 2023-10-18",12/7/2023
DH-IPC-HFW2541T-ZS,device,"T, S, G","2.880.0000000.7.R, Build Date 2023-10-18",12/7/2023
DH-IPC-HFW2549S-S-IL,device,"T, S, G","2.880.0000000.7.R, Build Date 2023-10-18",12/7/2023
DH-IPC-HFW2549TL-S-PV,device,"T, S, G","2.880.0000000.7.R, Build Date 2023-10-18",12/7/2023
DH-IPC-HFW2831S-S-S2,device,"T, S, G","2.820.0000000.49.R, Build Date 2022-08-15",11/19/2022
DH-IPC-HFW2831T-AS-S2,device,"T, S, G","2.820.0000000.49.R, Build Date 2022-08-15",1/11/2023
DH-IPC-HFW2831T-ZAS,device,"S, G","2.622.0000000.8.R, Build Date 2018-07-31",9/15/2018
DH-IPC-HFW2831T-ZAS-S2,device,"T, S, G","2.820.0000000.49.R, Build Date 2022-08-15",11/9/2022
DH-IPC-HFW2831T-ZS,device,"T, S, G","2.622.0000000.18.R, Build Date 2018-12-14",12/20/2018
DH-IPC-HFW2831T-ZS-S2,device,"T, S, G","2.820.0000000.49.R, Build Date 2022-08-15",12/14/2022
DH-IPC-HFW2841S-S,device,"T, S, G","2.880.0000000.7.R, Build Date 2023-10-18",12/7/2023
DH-IPC-HFW2841T-AS,device,"T, S, G","2.880.0000000.7.R, Build Date 2023-10-18",12/7/2023
DH-IPC-HFW2841T-ZAS,device,"T, S, G","2.880.0000000.7.R, Build Date 2023-10-18",12/7/2023
DH-IPC-HFW2841T-ZS,device,"T, S, G","2.880.0000000.7.R, Build Date 2023-10-18",12/7/2023
DH-IPC-HFW2849S-S-IL,device,"T, S, G","2.880.0000000.7.R, Build Date 2023-10-18",12/7/2023
DH-IPC-HFW2849T-ZAS-IL,device,"T, S, G",2.880.0000000.10.R,4/23/2024
DH-IPC-HFW3110,device,S,"2.103.General 00.0.R, build: 2013-02-18 (V2.2.6.1)",2/27/2013
DH-IPC-HFW3200C,device,S,"2.103.General 00.0.R, build: 2013-02-18 (V2.2.6.1)",2/28/2013
DH-IPC-HFW3200S,device,S,"2.103.General 00.0.R, build: 2013-05-24(V4.1.1)",5/29/2013
DH-IPC-HFW3202C,device,S,"2.103.General 00.0.R, build: 2013-05-24(V4.1.1)",5/29/2013
DH-IPC-HFW3231M-AS-I,device,"T, S","2.800.0000010.0.R, Build Date 2019-08-07",10/12/2019
DH-IPC-HFW3241DF-AS-4G,device,"T, S, G","2.840.0000000.18.R, Build Date 2022-06-29",11/9/2022
DH-IPC-HFW3241E-AS,device,"T, S, G","2.800.0000000.39.R, Build Date 2022-07-26",11/28/2022
DH-IPC-HFW3241E-AS-S2,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",11/8/2022
DH-IPC-HFW3241E-S-S2,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",11/8/2022
DH-IPC-HFW3241E-SA,device,"T, S, G","2.800.0000000.39.R, Build Date 2022-07-26",12/3/2022
DH-IPC-HFW3241E-Z,device,"T, S, G","2.800.0000000.2.R, Build Date 2019-04-09",5/6/2019
DH-IPC-HFW3241E-Z5,device,"T, S, G","2.800.0000000.2.R, Build Date 2019-04-09",5/6/2019
DH-IPC-HFW3241E-Z5FD,device,"T, S, G","2.800.0000000.4.R, Build Date 2019-08-13",8/29/2019
DH-IPC-HFW3241E-ZFD,device,"T, S, G","2.800.0000000.4.R, Build Date 2019-08-05",8/29/2019
DH-IPC-HFW3241M-AS-I2,device,"T, S, G","2.800.0000000.39.R, Build Date 2022-07-26",12/3/2022
DH-IPC-HFW3241T-ZAS,device,"T, S, G","2.800.0000000.39.R, Build Date 2022-07-26",12/3/2022
DH-IPC-HFW3241T-ZAS-S2,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",11/8/2022
DH-IPC-HFW3241T-ZS,device,"T, S, G","2.800.0000000.39.R, Build Date 2022-07-26",11/11/2022
DH-IPC-HFW3241T-ZS-S2,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",11/8/2022
DH-IPC-HFW3249E-AS-LED,device,"T, S, G","2.800.0000000.39.R, Build Date 2022-07-26",11/28/2022
DH-IPC-HFW3249E-AS-NI,device,"T, S, G","2.800.0000000.39.R, Build Date 2022-07-26",11/28/2022
DH-IPC-HFW3249T1-AS-PV,device,"T, S, G","2.840.0000000.18.R, Build Date 2022-06-29",11/9/2022
DH-IPC-HFW3300,device,S,"2.103.General 00.0.R, build: 2013-02-18 (V2.2.6.1)",2/28/2013
DH-IPC-HFW3300C,device,S,"2.103.General 00.0.R, build: 2013-02-18 (V2.2.6.1)",2/28/2013
DH-IPC-HFW3441E-AS,device,"T, S, G","2.800.0000000.39.R, Build Date 2022-07-26",11/28/2022
DH-IPC-HFW3441E-AS-S2,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",11/8/2022
DH-IPC-HFW3441E-S-S2,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",11/8/2022
DH-IPC-HFW3441E-SA,device,"T, S, G","2.800.0000000.39.R, Build Date 2022-07-26",12/7/2022
DH-IPC-HFW3441EP-AS,device,"T, S, G","2.800.0000000.7.R, Build Date 2019-12-04",1/16/2020
DH-IPC-HFW3441M-AS-I2,device,"T, S, G","2.800.0000000.39.R, Build Date 2022-07-26",12/7/2022
DH-IPC-HFW3441M-AS-SFC-I2,device,"T, S, G","2.800.0000000.39.R, Build Date 2022-07-26",12/7/2022
DH-IPC-HFW3441T-AS-P,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",11/8/2022
DH-IPC-HFW3441T-ZAS,device,"T, S, G","2.800.0000000.39.R, Build Date 2022-07-26",12/7/2022
DH-IPC-HFW3441T-ZAS-S2,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",11/8/2022
DH-IPC-HFW3441T-ZS,device,"T, S, G","2.800.0000000.39.R, Build Date 2022-07-26",11/14/2022
DH-IPC-HFW3441T-ZS-S2,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",11/9/2022
DH-IPC-HFW3441TP-ZS,device,"T, S, G","2.800.0000000.7.R, Build Date 2019-12-04",1/16/2020
DH-IPC-HFW3449E-AS-LED,device,"T, S, G","2.800.0000000.39.R, Build Date 2022-07-26",11/28/2022
DH-IPC-HFW3449E-AS-NI,device,"T, S, G","2.800.0000000.39.R, Build Date 2022-07-26",11/28/2022
DH-IPC-HFW3449T1-AS-PV,device,"T, S, G","3.140.0000000.3.R, Build Date 2023-11-21",12/21/2023
DH-IPC-HFW3449T1-AS-PV-S3,device,"T, S, G","2.840.0000000.18.R, Build Date 2022-06-29",11/9/2022
DH-IPC-HFW3449T1-ZAS-PV,device,"T, S, G","3.140.0000000.3.R, Build Date 2023-11-21",12/21/2023
DH-IPC-HFW3466EP-AS-AUS,device,"T, S, G","3.120.0000000.18.R, Build Date 2023-03-01",4/27/2023
DH-IPC-HFW3466T-AS-P,device,"T, S, G","3.120.0000000.18.R, Build Date 2023-03-01",4/27/2023
DH-IPC-HFW3466T-AS-P-BLK,device,"T, S, G","3.120.0000000.18.R, Build Date 2023-03-01",4/27/2023
DH-IPC-HFW3466TP-ZAS-AUS,device,"T, S, G","3.120.0000000.18.R, Build Date 2023-03-01",4/27/2023
DH-IPC-HFW3541E-AS,device,"T, S, G","2.800.0000000.39.R, Build Date 2022-07-26",11/28/2022
DH-IPC-HFW3541E-AS-S2,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",11/9/2022
DH-IPC-HFW3541E-S-S2,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",11/9/2022
DH-IPC-HFW3541E-SA,device,"T, S, G","2.800.0000000.39.R, Build Date 2022-07-26",12/7/2022
DH-IPC-HFW3541EP-SA,device,"T, S, G","2.800.0000000.7.R, Build Date 2019-12-04",1/16/2020
DH-IPC-HFW3541T-ZAS,device,"T, S, G","2.800.0000000.39.R, Build Date 2022-07-26",12/7/2022
DH-IPC-HFW3541T-ZAS-S2,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",11/9/2022
DH-IPC-HFW3541T-ZS,device,"T, S, G","2.800.0000000.39.R, Build Date 2022-07-26",11/14/2022
DH-IPC-HFW3541T-ZS-G,device,"T, S, G","2.800.0000000.39.R, Build Date 2022-07-26",1/5/2023
DH-IPC-HFW3541T-ZS-S2,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",11/9/2022
DH-IPC-HFW3541TP-ZAS,device,"T, S, G","2.800.0000000.7.R, Build Date 2019-12-04",1/16/2020
DH-IPC-HFW3541TP-ZS,device,"T, S, G","2.800.0000000.7.R, Build Date 2019-12-04",1/16/2020
DH-IPC-HFW3549E-AS-LED,device,"T, S, G","2.800.0000000.39.R, Build Date 2022-07-26",11/28/2022
DH-IPC-HFW3549T1-AS-PV,device,"T, S, G","3.140.0000000.3.R, Build Date 2023-11-21",12/21/2023
DH-IPC-HFW3549T1-AS-PV-S3,device,"T, S, G","2.840.0000000.18.R, Build Date 2022-06-29",11/9/2022
DH-IPC-HFW3549T1-ZAS-PV,device,"T, S, G","3.140.0000000.3.R, Build Date 2023-11-21",12/21/2023
DH-IPC-HFW3649T1-AS-PV-ANZ,device,"T, S, G","3.140.0000000.3.R, Build Date 2023-11-21",12/21/2023
DH-IPC-HFW3649T1-AS-PV-AUS,device,"T, S, G","3.120.0000000.18.R, Build Date 2023-03-01",4/27/2023
DH-IPC-HFW3649T1-ZAS-PV-ANZ,device,"T, S, G","3.140.0000000.3.R, Build Date 2023-11-21",12/21/2023
DH-IPC-HFW3666EP-AS-AUS,device,"T, S, G","3.120.0000000.18.R, Build Date 2023-03-01",4/27/2023
DH-IPC-HFW3666EP-AS-AUS-BLK,device,"T, S, G","3.120.0000000.18.R, Build Date 2023-03-01",4/27/2023
DH-IPC-HFW3666TP-ZAS-AUS,device,"T, S, G","3.120.0000000.18.R, Build Date 2023-03-01",4/27/2023
DH-IPC-HFW3841E-AS,device,"T, S, G","2.820.0000000.26.R, Build Date 2022-11-21",2/17/2023
DH-IPC-HFW3841E-AS-S2,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",11/9/2022
DH-IPC-HFW3841E-S-S2,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",11/9/2022
DH-IPC-HFW3841E-SA,device,"T, S, G","2.820.0000000.26.R, Build Date 2022-11-21",1/5/2023
DH-IPC-HFW3841T-ZAS,device,"T, S, G","2.820.0000000.26.R, Build Date 2022-11-21",2/17/2023
DH-IPC-HFW3841T-ZAS-S2,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",11/9/2022
DH-IPC-HFW3841T-ZS,device,"T, S, G","2.820.0000000.26.R, Build Date 2022-11-21",12/14/2022
DH-IPC-HFW3841T-ZS-S2,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",11/9/2022
DH-IPC-HFW3849T1-AS-PV,device,"T, S, G","3.140.0000000.3.R, Build Date 2023-11-21",12/21/2023
DH-IPC-HFW3849T1-AS-PV-Black,device,"T, S, G","3.140.0000000.3.R, Build Date 2023-11-21",12/21/2023
DH-IPC-HFW3849T1-AS-PV-S3,device,"T, S, G","2.840.0000000.18.R, Build Date 2022-06-29",11/9/2022
DH-IPC-HFW3849T1-ZAS-PV,device,"T, S, G","3.140.0000000.3.R, Build Date 2023-11-21",12/21/2023
DH-IPC-HFW3849T1-ZAS-PV-Black,device,"T, S, G","3.140.0000000.3.R, Build Date 2023-11-21",12/21/2023
DH-IPC-HFW3866EP-AS-AUS,device,"T, S, G","3.120.0000000.18.R, Build Date 2023-03-01",4/27/2023
DH-IPC-HFW3866EP-AS-AUS-BLK,device,"T, S, G","3.120.0000000.18.R, Build Date 2023-03-01",4/27/2023
DH-IPC-HFW3866TP-ZAS-AUS,device,"T, S, G","3.120.0000000.18.R, Build Date 2023-03-01",4/27/2023
DH-IPC-HFW4100E,device,S,"2.420.Dahua 00.0.R, build: 2014-04-19",6/2/2014
DH-IPC-HFW4100S,device,S,"2.420.Dahua 00.0.R, build: 2014-04-19",6/2/2014
DH-IPC-HFW4120B-AS,device,S,"2.400.Dahua 00.26.R, build: 2016-02-19",3/15/2016
DH-IPC-HFW4120D,device,S,"2.400.Dahua 00.26.R, build: 2016-02-19",3/15/2016
DH-IPC-HFW4120D-AS,device,S,"2.400.Dahua 00.25.R, build: 2016-01-12",3/15/2016
DH-IPC-HFW4120E,device,S,"2.400.Dahua 00.8.R, build: 2015-05-15",7/7/2015
DH-IPC-HFW4120S,device,S,"2.400.Dahua 00.8.R, build: 2015-05-15",7/7/2015
DH-IPC-HFW4200E,device,S,"2.420.Dahua 00.0.R, build: 2014-04-19",6/2/2014
DH-IPC-HFW4200S,device,S,"2.420.Dahua 00.0.R, build: 2014-04-19",6/2/2014
DH-IPC-HFW4220B,device,S,"2.400.Dahua 00.26.R, build: 2016-02-19",3/15/2016
DH-IPC-HFW4220B-AS,device,S,"2.400.Dahua 00.26.R, build: 2016-02-19",3/15/2016
DH-IPC-HFW4220D,device,S,"2.400.Dahua 00.26.R, build: 2016-02-19",3/15/2016
DH-IPC-HFW4220D-AS,device,S,"2.400.Dahua 00.25.R, build: 2016-01-12",3/15/2016
DH-IPC-HFW4220E,device,S,"2.400.Dahua 00.8.R, build: 2015-05-15",7/7/2015
DH-IPC-HFW4220S,device,S,"2.400.Dahua 00.8.R, build: 2015-05-15",7/7/2015
DH-IPC-HFW4221B,device,S,"2.400.Dahua 00.25.R, build: 2016-01-12",3/15/2016
DH-IPC-HFW4221B-AS,device,S,"2.400.Dahua 00.26.R, build: 2016-02-19",3/15/2016
DH-IPC-HFW4221D,device,S,"2.400.Dahua 00.26.R, build: 2016-02-19",3/15/2016
DH-IPC-HFW4221D-AS,device,S,DH-IPC-HFW4221D,3/15/2016
DH-IPC-HFW4221E,device,S,"2.400.Dahua 00.8.R, build: 2015-05-15",7/7/2015
DH-IPC-HFW4221S,device,S,"2.400.Dahua 00.8.R, build: 2015-05-15",7/7/2015
DH-IPC-HFW4231B-AS,device,"G, S","2.400.Dahua 00.23.R, build: 2016-07-05",8/7/2016
DH-IPC-HFW4231D-AS,device,"G, S","2.400.Dahua 00.23.R, build: 2016-07-05",8/7/2016
DH-IPC-HFW4231E-S,device,"G, S","2.400.Dahua 00.23.R, build: 2016-07-05",8/7/2016
DH-IPC-HFW4231E-S-S4,device,"T, S, G","2.800.0000015.0.R, Build Date 2019-12-14",1/16/2020
DH-IPC-HFW4231E-SE,device,"S, G","2.622.0000000.21.R, Build Date 2018-02-03",6/3/2018
DH-IPC-HFW4231E-Z-S4,device,"T, S, G","2.800.0000011.0.R, Build Date 2019-08-08",10/12/2019
DH-IPC-HFW4231S,device,S,"2.400.Dahua 00.23.R, build: 2016-07-05",8/7/2016
DH-IPC-HFW4231T-ASE,device,"S, G","2.622.0000000.21.R, Build Date 2018-02-03",6/3/2018
DH-IPC-HFW4241E-AS,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",12/26/2022
DH-IPC-HFW4241T-AS,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",10/27/2022
DH-IPC-HFW4241T-ZAS,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",10/20/2022
DH-IPC-HFW4241T-ZAS-Qatar,device,"T, S, G","3.140.1CCA000.0.R, Build Date 2024-03-18",4/1/2024
DH-IPC-HFW4300E,device,S,"2.420.Dahua 00.0.R, build: 2014-04-19",6/2/2014
DH-IPC-HFW4300S,device,S,"2.420.Dahua 00.0.R, build: 2014-04-19",6/2/2014
DH-IPC-HFW4421B,device,S,"2.400.Dahua 00.26.R, build: 2016-02-19",3/15/2016
DH-IPC-HFW4421D,device,S,"2.400.Dahua 00.26.R, build: 2016-02-19",3/15/2016
DH-IPC-HFW4421D-AS,device,S,"2.400.Dahua 00.25.R, build: 2016-01-12",2/3/2016
DH-IPC-HFW4421E,device,S,"2.400.Dahua 00.8.R, build: 2015-05-15",7/7/2015
DH-IPC-HFW4431B,device,S,"2.420.Dahua 00.15.R, build: 2016-01-23",3/15/2016
DH-IPC-HFW4431B-AS,device,"G, S","2.400.Dahua 00.23.R, build: 2016-07-05",8/7/2016
DH-IPC-HFW4431D,device,S,"2.420.Dahua 00.15.R, build: 2016-01-23",3/15/2016
DH-IPC-HFW4431D-AS,device,"G, S","2.400.Dahua 00.23.R, build: 2016-07-05",8/7/2016
DH-IPC-HFW4431E-S,device,"G, S","2.400.Dahua 00.23.R, build: 2016-07-05",8/7/2016
DH-IPC-HFW4431E-SE,device,"S, G","2.622.0000000.21.R, Build Date 2018-02-03",6/3/2018
DH-IPC-HFW4431S,device,S,"2.400.Dahua 00.23.R, build: 2016-07-05",8/7/2016
DH-IPC-HFW4431T-ASE,device,"S, G","2.622.0000000.21.R, Build Date 2018-02-03",6/3/2018
DH-IPC-HFW4431T-S-S4,device,"T, S, G","2.800.0000011.0.R, Build Date 2019-08-08",10/12/2019
DH-IPC-HFW4441E-AS,device,"T, S, G","3.140.0000000.3.R, Build Date 2023-11-21",2/20/2024
DH-IPC-HFW4441T-AS,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",11/9/2022
DH-IPC-HFW4441T-ZAS,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",10/27/2022
DH-IPC-HFW4441T-ZAS-Qatar,device,"T, S, G","3.140.1CCA000.0.R, Build Date 2024-03-18",4/1/2024
DH-IPC-HFW4541E-AS,device,"T, S, G","3.000.0000000.12.R, Build Date 2022-06-28",11/9/2022
DH-IPC-HFW4541T-AS,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",11/9/2022
DH-IPC-HFW4541T-ZAS,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",11/9/2022
DH-IPC-HFW4631T-ASE,device,"S, G","2.622.0000000.21.R, Build Date 2018-02-03",6/3/2018
DH-IPC-HFW4666EP-AS-AUS,device,"T, S, G","3.000.18HE000.0.R, Build Date 2023-04-04",5/11/2023
DH-IPC-HFW4666TP-ZAS-AUS,device,"T, S, G","3.000.18HE000.0.R, Build Date 2023-04-04",5/11/2023
DH-IPC-HFW4830E-S,device,S,"2.400.Dahua 00.23.R, build: 2016-07-05",8/7/2016
DH-IPC-HFW4831E-SE,device,"T, S, G","2.800.0000029.0.R, Build Date 2022-12-20",3/9/2023
DH-IPC-HFW4831T-ASE,device,"T, S, G","2.800.0000029.0.R, Build Date 2022-12-20",3/9/2023
DH-IPC-HFW4841T-AS,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",12/26/2022
DH-IPC-HFW4841T-ZAS,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",11/9/2022
DH-IPC-HFW4866EP-AS-AUS,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",4/27/2023
DH-IPC-HFW4866TP-ZAS-AUS,device,"T, S, G","3.000.0000000.15.R, Build Date 2022-08-10",4/27/2023
DH-IPC-HFW5100-IRA,device,S,"2.420.Dahua 00.0.R, build: 2014-04-19",6/2/2014
DH-IPC-HFW5100C,device,S,"2.420.Dahua 00.0.R, build: 2014-04-19",6/2/2014
DH-IPC-HFW5100D,device,S,"2.420.Dahua 00.0.R, build: 2014-04-19",6/2/2014
DH-IPC-HFW5121E-Z,device,S,"2.400.Dahua 00.8.R, build: 2015-05-15",6/30/2015
DH-IPC-HFW5200-IRA,device,S,"2.420.Dahua 00.0.R, build: 2014-04-19",6/2/2014
DH-IPC-HFW5200C,device,S,"2.420.Dahua 00.0.R, build: 2014-04-19",6/2/2014
DH-IPC-HFW5200D,device,S,"2.420.Dahua 00.0.R, build: 2014-04-19",6/2/2014
DH-IPC-HFW5200E-Z,device,S,"2.420.Dahua 06.0.R, build: 2015-03-11",4/1/2015
DH-IPC-HFW5202C,device,S,"2.420.Dahua 00.0.R, build: 2014-04-19",6/2/2014
DH-IPC-HFW5220E-Z,device,S,"2.400.Dahua 00.8.R, build: 2015-05-15",6/30/2015
DH-IPC-HFW5221E-Z,device,S,"2.400.Dahua 00.8.R, build: 2015-05-15",6/30/2015
DH-IPC-HFW5231E-Z,device,"G, S","2.400.Dahua 00.24.R, build: 2016-07-24",8/7/2016
DH-IPC-HFW5231E-Z12E,device,"S, G","2.622.0000000.23.R, Build Date 2018-03-30",5/29/2018
DH-IPC-HFW5231E-Z5E,device,"S, G","2.622.0000000.21.R, Build Date 2018-02-03",6/3/2018
DH-IPC-HFW5231E-ZE,device,"S, G","2.622.0000000.18.R, Build Date 2017-11-10",1/24/2018
DH-IPC-HFW5241E-ASE,device,"T, S, G","3.100.0000000.5.R, Build Date 2023-05-09",7/4/2023
DH-IPC-HFW5241E-S,device,"T, S, G","2.800.0000000.1.R, Build Date 2019-07-06",10/12/2019
DH-IPC-HFW5241E-Z12E,device,"T, S, G","3.100.0000000.5.R, Build Date 2023-05-09",7/7/2023
DH-IPC-HFW5241E-Z5E,device,"T, S, G","3.100.0000000.5.R, Build Date 2023-05-09",7/7/2023
DH-IPC-HFW5241E-ZE,device,"M, T, S, G","3.100.0000000.6.R, Build Date 2023-09-25",9/27/2023
DH-IPC-HFW5241E-ZE-S3,device,"T, S, G","3.100.0000000.5.R, Build Date 2023-05-09",8/15/2023
DH-IPC-HFW5241EP-SE,device,"T, S, G","2.800.0000000.12.R, Build Date 2020-02-21",4/8/2020
DH-IPC-HFW5241EP-Z12,device,"T, S, G","2.800.0000000.1.R, Build Date 2019-07-06",10/12/2019
DH-IPC-HFW5241EP-ZE,device,"T, S, G","2.800.0000000.1.R, Build Date 2019-07-06",10/12/2019
DH-IPC-HFW5241EP-ZHE,device,"T, S, G","2.800.0000000.1.R, Build Date 2019-07-06",10/12/2019
DH-IPC-HFW5241T-AS-LED,device,"T, S, G","2.800.0000000.1.R, Build Date 2019-07-06",10/12/2019
DH-IPC-HFW5241T-AS-PV,device,"T, S, G","2.840.0000000.18.R, Build Date 2022-06-29",11/5/2022
DH-IPC-HFW5241T-ASE,device,"T, S, G","3.100.0000000.5.R, Build Date 2023-05-09",7/4/2023
DH-IPC-HFW5241T-ASE-S3,device,"T, S, G","3.100.0000000.5.R, Build Date 2023-05-09",7/4/2023
DH-IPC-HFW5241T-SE,device,"T, S, G","3.100.0000000.5.R, Build Date 2023-05-09",7/4/2023
DH-IPC-HFW5241TP-S,device,"T, S, G","2.800.0000000.1.R, Build Date 2019-07-06",10/12/2019
DH-IPC-HFW5242E-ZE-MF,device,"T, S, G","2.800.0000000.11.R, Build Date 2019-12-12",1/16/2020
DH-IPC-HFW5242H-Z6E-MF,device,"T, S, G","2.800.0000000.13.R, Build Date 2020-03-09",4/8/2020
DH-IPC-HFW5242H-ZE-MF,device,"T, S, G","2.800.0000000.13.R, Build Date 2020-03-09",4/8/2020
DH-IPC-HFW5242H-ZHE-MF,device,"T, S, G","2.800.0000000.13.R, Build Date 2020-03-09",4/8/2020
DH-IPC-HFW5242T-ASE-MF,device,"T, S, G","2.800.0000000.11.R, Build Date 2019-12-12",1/16/2020
DH-IPC-HFW5300C,device,S,"2.420.Dahua 00.0.R, build: 2014-04-19",6/2/2014
DH-IPC-HFW5302C,device,S,"2.420.Dahua 00.0.R, build: 2014-04-19",6/2/2014
DH-IPC-HFW5421E-Z,device,S,"2.400.Dahua 00.9.R, build: 2015-05-27",6/30/2015
DH-IPC-HFW5431E-Z,device,"G, S","2.400.Dahua 00.23.R, build: 2016-07-05",8/7/2016
DH-IPC-HFW5431E-Z5E,device,"Q, T, S, G","2.800.0000015.0.R, Build Date 2019-12-31",1/25/2020
DH-IPC-HFW5431E-ZE,device,"S, G","2.622.0000000.21.R, Build Date 2018-02-03",6/3/2018
DH-IPC-HFW5442E-ASE,device,"T, S, G","3.100.0000000.5.R, Build Date 2023-05-09",7/4/2023
DH-IPC-HFW5442E-S,device,"T, S, G","2.800.0000000.1.R, Build Date 2019-07-06",10/12/2019
DH-IPC-HFW5442E-Z4E,device,"T, S, G","3.100.0000000.5.R, Build Date 2023-05-09",7/7/2023
DH-IPC-HFW5442E-Z4E-S3,device,"T, S, G","3.100.0000000.5.R, Build Date 2023-05-09",7/7/2023
DH-IPC-HFW5442E-ZE,device,"M, T, S, G","3.100.0000000.6.R, Build Date 2023-09-25",9/27/2023
DH-IPC-HFW5442E-ZHE,device,"T, S, G","3.100.0000000.5.R, Build Date 2023-05-09",7/7/2023
DH-IPC-HFW5442H-Z4E,device,"T, S, G","2.800.0000000.13.R, Build Date 2020-03-09",4/8/2020
DH-IPC-HFW5442H-Z4HE,device,"T, S, G","3.100.0000000.5.R, Build Date 2023-05-09",7/7/2023
DH-IPC-HFW5442H-ZE,device,"T, S, G","2.840.0000000.18.R, Build Date 2022-11-18",11/21/2022
DH-IPC-HFW5442H-ZHE,device,"M, T, S, G","3.100.0000000.4.R, Build Date 2023-03-29",3/18/2024
